"nom géographique, anglais","nom géographique, français","type de géographie, anglais","type de géographie, français",code du division de recensement,code de la région économique,code de la province,code de la région de patrimoine canadien,Total,Anglais première langue officielle parlée ajusté,"français première langue officielle parlée, ajusté","Autre première langue officielle parlée, ajusté"
"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English first official language spoken, adjusted","French first official language spoken, adjusted","Other first official language spoken, adjusted"
Columbia-Shuswap,Columbia-Shuswap,Census division,division de recensement,cd5939,er5930,pr59,pch05,"50,110","49,225",800,85
Cariboo,Cariboo,Census division,division de recensement,cd5941,er5950,pr59,pch05,"61,950","61,088",668,195
Mount Waddington,Mount Waddington,Census division,division de recensement,cd5943,er5910,pr59,pch05,"11,470","11,355",95,20
Central Coast,Central Coast,Census division,division de recensement,cd5945,er5910,pr59,pch05,"3,195","3,185",10, -   
Skeena-Queen Charlotte,Skeena-Queen Charlotte,Census division,division de recensement,cd5947,er5960,pr59,pch05,"18,700","18,413",188,100
Kitimat-Stikine,Kitimat-Stikine,Census division,division de recensement,cd5949,er5960,pr59,pch05,"37,140","36,338",673,130
Bulkley-Nechako,Bulkley-Nechako,Census division,division de recensement,cd5951,er5970,pr59,pch05,"39,040","38,578",398,65
Fraser-Fort George,Fraser-Fort George,Census division,division de recensement,cd5953,er5950,pr59,pch05,"90,980","89,403","1,273",305
Peace River,Peace River,Census division,division de recensement,cd5955,er5980,pr59,pch05,"59,780","58,820",635,325
Stikine,Stikine,Census division,division de recensement,cd5957,er5970,pr59,pch05,630,618,13, -   
Northern Rockies,Northern Rockies,Census division,division de recensement,cd5959,er5980,pr59,pch05,"5,565","5,490",60,15
Yukon,Yukon,Census division,division de recensement,cd6001,er6010,pr60,pch05,"33,655","32,078","1,483",95
Region 1,Region 1,Census division,division de recensement,cd6101,er6110,pr61,pch04,"6,650","6,578",68,5
Region 2,Region 2,Census division,division de recensement,cd6102,er6110,pr61,pch04,"2,335","2,290",15,30
Region 3,Region 3,Census division,division de recensement,cd6103,er6110,pr61,pch04,"2,805","2,718",8,80
Region 4,Region 4,Census division,division de recensement,cd6104,er6110,pr61,pch04,"3,230","3,163",33,35
Region 5,Region 5,Census division,division de recensement,cd6105,er6110,pr61,pch04,"6,820","6,670",135,15
Region 6,Region 6,Census division,division de recensement,cd6106,er6110,pr61,pch04,"19,200","18,310",825,65
Baffin,Baffin,Census division,division de recensement,cd6204,er6210,pr62,pch04,"16,850","14,410",405,"2,035"
Keewatin,Keewatin,Census division,division de recensement,cd6205,er6210,pr62,pch04,"8,925","8,163",48,715
Kitikmeot,Kitikmeot,Census division,division de recensement,cd6208,er6210,pr62,pch04,"5,985","5,875",25,85
Newfoundland and Labrador,Terre-Neuve et Labrador,province,province,n.d.,n.d.,pr10,pch01,"509,955","507,305","2,100",550
Prince Edward Island,Île-du-Prince-Édouard,province,province,n.d.,n.d.,pr11,pch01,"138,435","132,948","4,813",675
Nova Scotia,Nouvelle-Écosse,province,province,n.d.,n.d.,pr12,pch01,"910,615","878,770","30,330","1,515"
New Brunswick,Nouveau-Brunswick,province,province,n.d.,n.d.,pr13,pch01,"739,890","503,328","235,698",865
Quebec,Québec,province,province,n.d.,n.d.,pr24,pch02,"7,815,955","1,058,250","6,684,125","73,580"
Ontario,Ontario,province,province,n.d.,n.d.,pr35,pch03,"12,722,055","11,886,693","542,383","292,980"
Manitoba,Manitoba,province,province,n.d.,n.d.,pr46,pch04,"1,193,100","1,138,060","41,370","13,670"
Saskatchewan,Saskatchewan,province,province,n.d.,n.d.,pr47,pch04,"1,018,320","998,883","14,293","5,145"
Alberta,Alberta,province,province,n.d.,n.d.,pr48,pch05,"3,610,180","3,490,503","71,368","48,310"
British Columbia,Colombie-Britannique,province,province,n.d.,n.d.,pr59,pch05,"4,356,200","4,151,710","62,190","142,300"
Yukon,Yukon,province,province,n.d.,n.d.,pr60,pch05,"33,655","32,078","1,483",95
Northwest Territories,Territoires du Nord-Ouest,province,province,n.d.,n.d.,pr61,pch04,"41,035","39,730","1,080",225
Nunavut,Nunavut,province,province,n.d.,n.d.,pr62,pch04,"31,765","28,448",478,"2,840"
Atlantic Region,Région de l'Atlantique,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch01,"2,298,895","2,022,350","272,940","3,605"
Quebec Region,Région du Québec,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch02,"7,815,955","1,058,250","6,684,125","73,580"
Ontario Region,Région de l'Ontario,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch03,"12,722,055","11,886,693","542,383","292,980"
Prairies/Territories Region,Région des Prairies et du Nord,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch04,"2,284,220","2,205,120","57,220","21,880"
Western Region,Région de l'Ouest,Canadian Heritage region,région de patrimoine canadien,n.d.,n.d.,n.d.,pch05,"8,000,035","7,674,290","135,040","190,705"
Canada,Canada,national,nationale,n.d.,n.d.,n.d.,n.d.,"33,121,160","24,846,703","7,691,708","582,750"
Canada (outside Quebec),Canada (hors Québec),national,nationale,n.d.,n.d.,n.d.,n.d.,"25,305,205","23,788,453","1,007,583","509,170"
Quebec,Québec,national,nationale,n.d.,n.d.,n.d.,n.d.,"7,815,955","1,058,250","6,684,125","73,580"
Avalon Peninsula,Avalon Peninsula,economic region,région économique,n.d.,er1010,pr10,pch01,"260,010","258,773",938,300
South Coast - Burin Peninsula,Côte-sud - Burin Peninsula,economic region,région économique,n.d.,er1020,pr10,pch01,"37,455","37,370",80,5
West Coast - Northern Peninsula - Labrador,Côte-ouest - Northern Peninsula - Labrador,economic region,région économique,n.d.,er1030,pr10,pch01,"104,375","103,318",878,180
Notre Dame - Central Bonavista Bay,Notre Dame - Central Bonavista Bay,economic region,région économique,n.d.,er1040,pr10,pch01,"108,110","107,848",203,60
Prince Edward Island,Île-du-Prince-Édouard,economic region,région économique,n.d.,er1110,pr11,pch01,"138,435","132,945","4,810",680
Cape Breton,Cape Breton,economic region,région économique,n.d.,er1210,pr12,pch01,"134,025","128,840","5,095",90
North Shore,Côte-nord,economic region,région économique,n.d.,er1220,pr12,pch01,"153,345","151,458","1,793",95
Annapolis Valley,Annapolis Valley,economic region,région économique,n.d.,er1230,pr12,pch01,"122,125","119,948","2,028",150
Southern,Sud,economic region,région économique,n.d.,er1240,pr12,pch01,"114,690","103,525","11,120",45
Halifax,Halifax,economic region,région économique,n.d.,er1250,pr12,pch01,"386,440","375,003","10,303","1,135"
Campbellton - Miramichi,Campbellton - Miramichi,economic region,région économique,n.d.,er1310,pr13,pch01,"155,735","58,338","97,338",60
Moncton - Richibucto,Moncton - Richibucto,economic region,région économique,n.d.,er1320,pr13,pch01,"200,175","116,660","83,315",200
Saint John - St. Stephen,Saint John - St. Stephen,economic region,région économique,n.d.,er1330,pr13,pch01,"170,755","164,425","6,020",310
Fredericton - Oromocto,Fredericton - Oromocto,economic region,région économique,n.d.,er1340,pr13,pch01,"134,325","124,793","9,278",255
Edmundston - Woodstock,Edmundston - Woodstock,economic region,région économique,n.d.,er1350,pr13,pch01,"78,870","39,105","39,735",30
Gaspésie - Iles-de-la-Madeleine,Gaspésie - Iles-de-la-Madeleine,economic region,région économique,n.d.,er2410,pr24,pch02,"93,215","9,950","83,245",20
Bas-Saint-Laurent,Bas-Saint-Laurent,economic region,région économique,n.d.,er2415,pr24,pch02,"196,740","1,135","195,590",15
Capitale-Nationale,Capitale-Nationale,economic region,région économique,n.d.,er2420,pr24,pch02,"691,625","13,350","676,770","1,505"
Chaudière - Appalaches,Chaudière - Appalaches,economic region,région économique,n.d.,er2425,pr24,pch02,"405,245","3,800","401,335",110
Estrie,Estrie,economic region,région économique,n.d.,er2430,pr24,pch02,"306,920","23,440","282,655",825
Centre-du-Québec,Centre-du-Québec,economic region,région économique,n.d.,er2433,pr24,pch02,"230,950","2,635","227,995",320
Montérégie,Montérégie,economic region,région économique,n.d.,er2435,pr24,pch02,"1,429,735","159,515","1,262,945","7,275"
Montréal,Montréal,economic region,région économique,n.d.,er2440,pr24,pch02,"1,862,195","611,005","1,204,265","46,925"
Laval,Laval,economic region,région économique,n.d.,er2445,pr24,pch02,"397,565","82,078","308,303","7,185"
Lanaudière,Lanaudière,economic region,région économique,n.d.,er2450,pr24,pch02,"468,355","12,400","454,985",970
Laurentides,Laurentides,economic region,région économique,n.d.,er2455,pr24,pch02,"554,825","36,055","517,085","1,685"
Outaouais,Outaouais,economic region,région économique,n.d.,er2460,pr24,pch02,"366,430","66,643","298,283","1,505"
Abitibi - Témiscamingue,Abitibi - Témiscamingue,economic region,région économique,n.d.,er2465,pr24,pch02,"143,870","5,378","138,423",70
Mauricie,Mauricie,economic region,région économique,n.d.,er2470,pr24,pch02,"259,710","3,095","255,945",670
Saguenay - Lac-Saint-Jean,Saguenay - Lac-Saint-Jean,economic region,région économique,n.d.,er2475,pr24,pch02,"272,350","1,798","270,493",60
Côte-Nord,Côte-Nord,economic region,région économique,n.d.,er2480,pr24,pch02,"93,820","5,335","87,840",645
Nord-du-Québec,Nord-du-Québec,economic region,région économique,n.d.,er2490,pr24,pch02,"42,450","20,645","17,985","3,820"
Ottawa,Ottawa,economic region,région économique,n.d.,er3510,pr35,pch03,"1,229,065","990,145","227,045","11,875"
Kingston - Pembroke,Kingston - Pembroke,economic region,région économique,n.d.,er3515,pr35,pch03,"444,825","430,340","13,575",910
Muskoka - Kawarthas,Muskoka - Kawarthas,economic region,région économique,n.d.,er3520,pr35,pch03,"359,310","354,938","3,908",465
Toronto,Toronto,economic region,région économique,n.d.,er3530,pr35,pch03,"5,511,225","5,185,580","91,760","233,885"
Kitchener - Waterloo - Barrie,Kitchener - Waterloo - Barrie,economic region,région économique,n.d.,er3540,pr35,pch03,"1,206,085","1,174,168","20,533","11,385"
Hamilton - Niagara Peninsula,Hamilton - Niagara Peninsula,economic region,région économique,n.d.,er3550,pr35,pch03,"1,678,995","1,628,363","33,143","17,490"
London,London,economic region,région économique,n.d.,er3560,pr35,pch03,"624,970","611,130","7,945","5,895"
Windsor - Sarnia,Windsor - Sarnia,economic region,région économique,n.d.,er3570,pr35,pch03,"612,550","587,825","17,025","7,700"
Stratford - Bruce Peninsula,Stratford - Bruce Peninsula,economic region,région économique,n.d.,er3580,pr35,pch03,"288,810","285,243","2,103","1,465"
Northeast,Nord-est,economic region,région économique,n.d.,er3590,pr35,pch03,"544,685","424,648","119,043",995
Northwest,Nord-ouest,economic region,région économique,n.d.,er3595,pr35,pch03,"221,535","214,333","6,288",915
Southeast,Sud-est,economic region,région économique,n.d.,er4610,pr46,pch04,"103,780","93,593","8,863","1,325"
South Central,Centre sud,economic region,région économique,n.d.,er4620,pr46,pch04,"59,980","56,358","1,903","1,720"
Southwest,Sud-ouest,economic region,région économique,n.d.,er4630,pr46,pch04,"107,205","104,290","1,530","1,385"
North Central,Centre nord,economic region,région économique,n.d.,er4640,pr46,pch04,"47,475","44,853","2,368",255
Winnipeg,Winnipeg,economic region,région économique,n.d.,er4650,pr46,pch04,"658,195","626,148","23,823","8,225"
Interlake,Interlake,economic region,région économique,n.d.,er4660,pr46,pch04,"87,325","85,685","1,430",210
Parklands,Parklands,economic region,région économique,n.d.,er4670,pr46,pch04,"41,365","40,470",865,30
